,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
37,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 21, 22, 25, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 55, 56, 58, 64, 66, 68, 70, 73, 77, 78, 79)",[-0.15924926 -0.13995037 -0.178905   -0.15959696 -0.13924275],-0.15538886881087505,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.018930579970742014,0.014728634351258115,0.007364317175629058
38,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 21, 22, 25, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 55, 56, 58, 63, 64, 66, 68, 70, 73, 77, 78, 79)",[-0.16440304 -0.12785826 -0.17533658 -0.16494887 -0.13908052],-0.15432545193310826,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.022911388046880365,0.017825838275627844,0.00891291913781392
39,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 21, 22, 25, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 55, 56, 58, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.1627109  -0.14117232 -0.17481356 -0.16104762 -0.13904688],-0.155758254492319,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.017542607009779578,0.013648744233626,0.006824372116813
40,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 21, 22, 25, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 55, 56, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.15293584 -0.12864657 -0.17982571 -0.16395922 -0.14801735],-0.15467693840807278,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.021839231631076643,0.016991664159455237,0.008495832079727619
41,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 21, 22, 25, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 54, 55, 56, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.1627457  -0.14672084 -0.16618956 -0.16388274 -0.14559709],-0.15702718531579105,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.011503419230278865,0.008950050970116549,0.0044750254850582745
42,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 54, 55, 56, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.15613625 -0.13781273 -0.1745863  -0.16779452 -0.13619119],-0.1545041980020973,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.019883068925637196,0.015469703117346915,0.0077348515586734565
43,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 47, 48, 51, 53, 54, 55, 56, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.16806961 -0.13869238 -0.17059862 -0.16059757 -0.13263264],-0.15411816620833352,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_SaleCondition_Abnorml', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.019976361747944444,0.015542288102565752,0.007771144051282876
44,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.16662853 -0.13612207 -0.17485172 -0.16597406 -0.12933164],-0.15458160195400286,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_SaleCondition_Abnorml', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.023448083573389063,0.018243405628562602,0.009121702814281301
45,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.16805911 -0.13498529 -0.17369852 -0.15889788 -0.13783821],-0.15469580421214857,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.020159174089829594,0.015684522315288506,0.007842261157644251
46,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.15303238 -0.13247518 -0.16398694 -0.16418867 -0.14146768],-0.15103016966340754,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.016061117372447056,0.012496094964709097,0.006248047482354548
47,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 76, 77, 78, 79)",[-0.16385181 -0.13234222 -0.17870878 -0.15940259 -0.14068147],-0.15499737524056653,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.021339226929718055,0.016602643514995182,0.008301321757497591
48,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 75, 76, 77, 78, 79)",[-0.15811486 -0.13471357 -0.16770002 -0.16401927 -0.13616307],-0.15214215927126334,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.017974538162738304,0.013984801344748781,0.006992400672374392
49,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 21, 22, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 75, 76, 77, 78, 79)",[-0.15250189 -0.13587831 -0.17754132 -0.1626817  -0.1355936 ],-0.15283936365533732,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.020662948885312598,0.016076476221059843,0.008038238110529922
50,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 21, 22, 24, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 75, 76, 77, 78, 79)",[-0.16559503 -0.13129662 -0.17349913 -0.15987241 -0.12856297],-0.15176523283246354,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.02360642909970339,0.01836660382755311,0.009183301913776556
51,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 75, 76, 77, 78, 79)",[-0.1522064  -0.1418502  -0.16274268 -0.15575017 -0.13368347],-0.14924658416889008,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.013234363412154889,0.010296784349479058,0.005148392174739528
52,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 27, 29, 31, 34, 35, 36, 42, 43, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.15234366 -0.12906972 -0.17250691 -0.15634046 -0.14267066],-0.15058628215628345,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.018557503998205438,0.014438368570007683,0.007219184285003841
53,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 27, 29, 31, 34, 35, 36, 42, 43, 46, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.14977147 -0.12632587 -0.17257862 -0.16932035 -0.14287685],-0.1521746328810427,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.022043251874130185,0.017150398839789104,0.008575199419894552
54,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 27, 29, 31, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.15641635 -0.13383805 -0.16845258 -0.16153919 -0.13654061],-0.15135735780779064,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.017697593813638692,0.013769329232439512,0.006884664616219756
