,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
55,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.15834651 -0.13236476 -0.16112989 -0.15296363 -0.13903082],-0.14876712208493414,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.014382010896950225,0.011189693082006864,0.005594846541003432
56,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.15453106 -0.13694935 -0.16833555 -0.15246545 -0.13983614],-0.15042351035336204,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.014490513872487195,0.011274112083177325,0.005637056041588662
57,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.15511514 -0.13333529 -0.17330253 -0.1543085  -0.14091859],-0.1513960099292943,"('_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.017605914103246023,0.013697999303092932,0.006848999651546466
58,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 73, 74, 75, 76, 77, 78, 79)",[-0.15833183 -0.13757647 -0.16596956 -0.15596363 -0.13451223],-0.1504707435488409,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.015774222363081215,0.012272880900656067,0.0061364404503280335
59,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.15569554 -0.13735721 -0.16372193 -0.15813544 -0.13707015],-0.15039605251400948,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.014233141960802068,0.01107386799211655,0.005536933996058274
60,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.16172371 -0.14344785 -0.16465481 -0.15640454 -0.13677491],-0.15260116441984883,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.013809912818038502,0.010744581340561487,0.005372290670280743
61,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.16082694 -0.14389393 -0.16837769 -0.15546534 -0.12467495],-0.15064776983324657,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.01958857748445305,0.015240578771263487,0.007620289385631742
62,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 31, 32, 34, 35, 36, 40, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.16280149 -0.13273198 -0.17618835 -0.16003022 -0.13356696],-0.15306380048741514,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_HalfBath', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.022050196795829004,0.017155802224812604,0.0085779011124063
63,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 34, 35, 36, 40, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.15646016 -0.14853678 -0.16937297 -0.16062807 -0.13305542],-0.15361067943541157,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_FireplaceQu', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_HalfBath', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.015784255073129076,0.012280686689917436,0.006140343344958718
64,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 34, 35, 36, 40, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.16090403 -0.13771844 -0.16374809 -0.15756852 -0.1383047 ],-0.15164875541896503,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_KitchenQual', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_FireplaceQu', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_HalfBath', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.014532485129145472,0.011306767146759,0.005653383573379499
65,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 34, 35, 36, 40, 41, 42, 43, 44, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.15355249 -0.14227382 -0.16305175 -0.15950259 -0.1345254 ],-0.15058120954105939,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_KitchenQual', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_FireplaceQu', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_HalfBath', '_YearRemodAdd', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.013732007999861582,0.010683968745337119,0.005341984372668559
66,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 34, 35, 36, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.15943713 -0.13687974 -0.16467587 -0.14951482 -0.13672462],-0.14944643585184583,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_KitchenQual', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_GarageType_BuiltIn', '_Neighborhood_1', '_FireplaceQu', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_HalfBath', '_YearRemodAdd', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_WoodDeckSF', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.014671704987754953,0.011415084926513348,0.005707542463256673
67,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.15313516 -0.13460459 -0.17143143 -0.1601497  -0.14066873],-0.15199792289630293,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_KitchenQual', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_LotConfig_4', '_GarageType_BuiltIn', '_Neighborhood_1', '_FireplaceQu', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_HalfBath', '_YearRemodAdd', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_WoodDeckSF', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.017015277800683692,0.013238464193842992,0.006619232096921495
68,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 63, 64, 65, 66, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79)",[-0.15522794 -0.14064865 -0.16568852 -0.15846249 -0.12996643],-0.1499988065341201,"('_BldgType_2', '_BldgType_1', '_BldgType_3', '_GrLivArea', '_MSSubClass_3', '_OverallQual', '_BuildingAge', '_TotalBsmtSF', '_Functional', '_CentralAir', '_Electrical', '_SaleCondition_Abnorml', '_RoofStyle_1', '_LotArea', '_GarageArea', '_KitchenQual', '_OverallCond', '_Neighborhood_9', '_SaleType_WD', '_ScreenPorch', '_ExterQual', '_BsmtUnfSF', '_Foundation_2', '_HouseStyle_2', '_HouseStyle_3', '_LotConfig_4', '_GarageType_BuiltIn', '_Neighborhood_1', '_FireplaceQu', '_BsmtQual', '_SaleCondition_Normal', '_PavedDrive', '_Foundation_3', '_MSZoning_1', '_YrSold', '_HalfBath', '_YearRemodAdd', '_GarageFinish', '_HouseStyle_1', '_BsmtFinSF2', '_WoodDeckSF', '_Exterior_VinylSd', '_MSSubClass_1', '_GarageType_Attchd', '_HouseStyle_4', '_MasVnrType_BrkFace', '_Exterior_Plywood', '_GarageQual', '_MasVnrType_Stone', '_LandContour_2', '_BsmtFullBath', '_LotShape', '_Fence', '_LotConfig_1', '_Alley', '_Exterior_MetalSd', '_EnclosedPorch', '_LotConfig_3', '_MasVnrArea', '_GarageType_Detchd', '_ExterCond', '_Neighborhood_2', '_QuarterSold', '_BsmtFinSF1', '_BedroomAbvGr', '_OpenPorchSF', '_Foundation_1', '_MSSubClass_2')",0.016598342942515536,0.012914074709540693,0.0064570373547703465
